air_quality_annual_PM2p5,median_household_income,percent_diagnosed_diabetes,percent_EDU_less_col,percent_EDU_less_HS,percent_food_stamp,percent_high_BP,percent_high_chol,percent_obisity,percent_phys_inactivity,percent_poverty,percent_somker_status,unemployment_rate,distance,plant_capacity,nameplate_capacity_MW1,NOx_tons1,SO2_tons1,CO2_tons1,CH4_lbs1,N2O_lbs1,PM2.5_tons1,dist_from_county1,nameplate_capacity_MW2,NOx_tons2,SO2_tons2,CO2_tons2,CH4_lbs2,N2O_lbs2,PM2.5_tons2,dist_from_county2,nameplate_capacity_MW3,NOx_tons3,SO2_tons3,CO2_tons3,CH4_lbs3,N2O_lbs3,PM2.5_tons3,dist_from_county3,nameplate_capacity_MW4,NOx_tons4,SO2_tons4,CO2_tons4,CH4_lbs4,N2O_lbs4,PM2.5_tons4,dist_from_county4,nameplate_capacity_MW5,NOx_tons5,SO2_tons5,CO2_tons5,CH4_lbs5,N2O_lbs5,PM2.5_tons5,dist_from_county5,fuel_type1_Biomass,fuel_type1_Coal,fuel_type1_Gas,fuel_type1_Oil,fuel_type1_Other Fossil,fuel_type2_Biomass,fuel_type2_Coal,fuel_type2_Gas,fuel_type2_Oil,fuel_type2_Other Fossil,fuel_type3_Biomass,fuel_type3_Coal,fuel_type3_Gas,fuel_type3_Oil,fuel_type3_Other Fossil,fuel_type4_Biomass,fuel_type4_Coal,fuel_type4_Gas,fuel_type4_Oil,fuel_type4_Other Fossil,fuel_type5_Biomass,fuel_type5_Coal,fuel_type5_Gas,fuel_type5_Oil,fuel_type5_Other Fossil,cardio_death,total_cancer,bladder,brain,breast,breast_insitu,cervix,colon,esophagus,kidney and renal,leukemia,liver,lung,melanoma,non-hudgkin lymphoma,oral cavity,ovay,pancreas,prostate,stomach,thyroid,uteras,Rate_range,bladder_range,brain_range,breast_range,breast_insitu_range,cervix_range,colon_range,esophagus_range,kidney and renal_range,leukemia_range,liver_range,lung_range,melanoma_range,non-hudgkin lymphoma_range,oral cavity_range,ovay_range,pancreas_range,prostate_range,stomach_range,thyroid_range,uteras_range,Pediatric Asthma,Adult Asthma,COPD,Adult Chronic Lung Disease
6.7,56000,7.5,68.4,7.2,13.2,35.8,34.5,29.3,23.1,11.6,16.7,4.7,139,1242,13.2,0.214,0.02,11.269,0.913,0.183,0.02139,11,298.4,1.315,0.049,1312.899,53.519,7.747,0.034097045,17,3.3,0,1.232,0,0,0,0.5407101,23,25.3,264.932,13.122,95766.67,118345.661,15553.788,0.134099394,23,3.8,25.954,0.259,9482.415,357.857,35.81,0.444830796,29,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,209.1,491.4,25.7,9,125.8,24.8,0,39.7,0,12.4,0,0,62.5,23,14.8,0,0,10.4,94.8,0,0,40,54.3,12.5,9.3,39.9,18.2,0,22.6,0,13.7,0,0,25.7,19.5,14.3,0,0,11.2,32.4,0,0,21.9,1.445282168,8.576509781,7.003481702,14.79097262
6.6,68000,7.9,67.8,6.2,8.4,33.7,32.6,30.8,23.5,8.1,15.5,4.5,38,1242,9.2,0,11.091,0.002,0,0,6.8275566,20,563.9,63.621,1.973,390822.781,15611.541,1561.154,8.144867568,22,13.3,349.471,150.503,98241.393,124929.276,16395.915,1.392789743,23,605.5,23.54,1.406,231627.93,8829.719,916.439,0.368511673,23,414,6.746,7.178,6654.413,267.326,39.708,0.145263294,24,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,171.2,483.9,28.6,8.6,136.5,32.2,6.5,27.8,2.2,10.5,12.1,3,69.2,26.4,16.6,9,9.9,13.2,99.8,8.3,7.6,34.9,23.6,5.6,3.6,18,8.8,4.8,8.1,2.2,5.1,5.9,2.7,11.8,8.1,6.3,4.6,5.1,5.5,14.6,4.7,4.8,8.7,1.452651316,8.630767317,6.76437106,14.64848421
5.9,76000,6.4,55,4.2,7.2,35.1,35.5,22.5,19.4,7.7,11.5,6.7,84,1242,1825,31.25,83.88,59439.888,6704.741,989.429,1.662547473,14,98.5,1535.681,920.212,597455.785,759621.539,99704.917,846.3753675,28,8.1,12.627,1.134,638.85,51.74,10.348,1.212565151,31,5.4,9.488,0.856,482.138,39.048,7.81,0.91512,33,42.2,5.429,3.01,977.587,79.175,15.835,0.121127274,37,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,178.2,492,26.1,9.2,154.4,37.7,5.5,30.2,2.4,10.6,11.7,3,58,29.4,15.2,7.4,12,12.6,129.8,6.1,8.5,25.4,22.1,4.7,3.7,18.3,9.6,4.6,7.8,2.1,4.8,5.7,2.5,9.5,8.7,5.4,4.1,5.1,4.8,14.8,3.6,5.5,6.8,1.137152615,9.372126626,5.281848717,13.89024413
6.7,65000,9,64.7,7.1,13.4,31.3,33,23.1,22.3,10,13.7,6.7,85,1012,20.4,1.401,0,120.061,4.484,0.897,0.003105431,3,21.1,1.411,0.533,172.276,13.975,2.795,0.000633946,5,175.5,7.144,1.347,41266.446,1605.366,163.952,1.319366517,6,10.2,2.238,0.045,1583.299,60.61,6.195,0.11090146,23,5.3,13.564,0.108,3963.889,149.524,14.952,0.185950539,29,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,198.9,446.9,24.5,6,120,30.5,4.8,38.7,0,9.6,7.9,4.3,58,19.8,14.5,6.5,10.5,15.5,112.3,9.3,7.9,26.8,28.1,6.2,3.9,21.6,11.7,5.3,11.9,0,5.9,5.2,4.4,12.9,9.7,7.4,5.6,6.5,7.4,19.1,6.2,6.3,9.4,1.290830129,9.0590908,4.49221729,13.19729311
5.5,72000,7.9,70.8,13.9,15.3,31.5,30.1,30.5,25.1,10.1,15.4,6.5,64,2162.9,7.3,0,5.889,0.001,0,0,3.7970532,1,200,15.368,0.648,128284.992,4772.668,477.267,3.732765026,5,3.3,0,3.035,0.001,0,0,1.3317024,6,97.4,6.439,0.143,28243.879,1141.806,115.031,1.917995085,7,149.3,31.317,1.221,23675.393,904.945,99.253,0.92341023,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,181.6,477.6,22.8,6.9,127.4,34.3,5.4,29.4,1.8,10.6,11.6,5,62.3,13.3,16.4,5.4,8.6,13.1,135.9,12.4,9,30.9,14.7,3.2,1.9,10.7,5.7,2.5,5,1.2,3,3.3,2.1,7.1,3.5,3.9,2.2,2.7,3.3,11.2,3.7,3.2,5.2,1.598546135,8.55186894,3.709826824,12.47218865
5.5,80000,7.2,56,4.3,3.1,31.8,32.7,25.4,18.9,7.5,12.2,6.5,76,2162.9,5.4,9.488,0.856,482.138,39.048,7.81,0.91512,4,8.1,12.627,1.134,638.85,51.74,10.348,1.212565151,5,97.4,6.439,0.143,28243.879,1141.806,115.031,1.917995085,25,3.3,0,3.035,0.001,0,0,1.3317024,27,1825,31.25,83.88,59439.888,6704.741,989.429,1.662547473,28,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,168.3,483.2,20,0,131.9,24.5,0,50.3,0,0,0,0,45.3,38.2,0,0,0,0,134.2,0,0,24.4,80.5,16.1,0,65.3,27.7,0,36.7,0,0,0,0,34.8,37.5,0,0,0,0,58.5,0,0,25,1.385945822,8.957104404,4.604547277,13.26957219
5.3,88000,7.4,59.4,10.3,12.3,26.8,29.3,25.6,23.6,9,12.5,6.4,18,1242,12.2,0.207,0.006,9.155,0.503,0.078,0.004938124,4,124.9,6.471,0.006,1766.051,86.313,12.345,0.051299716,7,798.2,15.961,1.187,235162.547,9131.113,913.111,5.110471597,8,6.7,7.554,0.146,5350.22,201.829,20.184,0.368573986,9,5.4,0.178,0.017,9.31,0.754,0.151,0.01767,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,171.6,456,23.1,7.5,140,35.9,5.4,26.7,2.6,10.4,8.9,3.7,59.5,17.8,16.3,6.9,9.6,11.6,109.2,8.9,10.2,29.4,12.3,2.7,1.6,9.5,5,2.1,4.1,1.2,2.6,2.5,1.5,5.8,3.5,3.2,2,2.4,2.6,8.5,2.6,2.9,4.2,1.638014162,8.501850838,3.724425381,12.47423423
5.4,63000,7.4,61.7,6.6,12.7,31.5,32.1,27.5,21.4,10.7,14.4,5,91,2162.9,8.7,34.081,0.34,12776.226,506.63,54.366,0.599346041,10,1.7,5.433,0.059,2175.726,82.072,8.207,0.12453981,15,5.3,13.564,0.108,3963.889,149.524,14.952,0.185950539,19,3.2,0,2.147,0.001,0,0,0.94235085,25,956.6,60.166,7.234,27493.601,1137.745,132.722,11.54510968,27,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,190.4,410.2,24,6.1,124.1,28,0,29.2,0,9.1,9.1,0,52,14.5,13.3,8.2,8.2,11.6,70.6,0,0,31,36.8,9.2,5.3,28.7,15.4,0,14.1,0,8.1,8.3,0,17.5,10.8,9.5,8.4,7.6,8.9,21,0,0,14.5,1.32209999,9.012765594,4.424552066,13.13418817
6.4,62000,7.7,72.6,14.2,24.3,30.8,29.6,28.6,25.2,14.3,15.7,7.6,62,2162.9,8.1,1.473,0.134,75.375,6.105,1.221,0.143065151,2,352.6,6.216,2.592,2260.686,107.661,18.441,0.283030913,3,9.4,279.418,95.002,57782.18,72231.305,9478.876,81.487692,4,7.8,0,7.425,0,0,0,3.258115293,5,289,17.012,0.819,162271.094,6053.661,605.366,14.91680361,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,197.7,436.9,18.8,6.5,131.2,42.2,6.7,30.3,2.3,13.2,10.2,3.6,62.2,9.9,17.5,6.4,9.2,12.2,92.1,9.2,6.6,30.4,15.7,3.2,2.1,12.1,7.2,3.1,5.8,1.5,3.9,3.5,2,7.8,3.4,4.4,2.7,3.3,3.5,10.2,3.4,3.1,5.6,1.649834262,8.468358959,3.665412318,12.421711
5,74000,5.7,51.1,4.9,7.4,24.8,24.9,23.2,19.6,9.3,10.8,4.7,76,2162.9,5.3,13.564,0.108,3963.889,149.524,14.952,0.185950539,2,1.7,5.433,0.059,2175.726,82.072,8.207,0.12453981,8,3.2,0,2.147,0.001,0,0,0.94235085,10,956.6,60.166,7.234,27493.601,1137.745,132.722,11.54510968,13,8.1,1.473,0.134,75.375,6.105,1.221,0.143065151,14,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,188.6,414.6,22.8,5.5,128.8,31.3,4.9,28.1,0,8.7,8,2.8,50.9,14.2,16.5,5.7,10.5,14.2,90.3,6.9,5.8,34.9,27.1,6.3,3.6,21.5,11.1,4.9,9.9,0,5.9,5.5,3.1,12.3,7.5,8.1,4.8,6.4,6.8,17.6,5.5,5.6,10.8,1.117713025,9.13563113,3.770732523,12.64118562
7.3,111000,6.3,42.9,6.3,6,25.8,28.4,21.6,19,7.1,9.5,4.6,40,1242,150.5,2.468,0.038,7443.921,277.185,29.951,0.34491659,11,20.3,2.526,0.229,195.747,12.251,2.27,0.371535156,11,3.3,0.318,0.029,16.497,1.336,0.267,0.031310156,13,10.1,293.327,3.181,4653.694,157.017,15.702,3.289575354,14,42.6,2.943,1.38,497.189,36.158,7.232,0.007152105,15,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,152.8,434,21.1,7,141.7,44.5,4.3,29.3,2.3,8.9,9.6,4.1,51.2,17.3,14.7,6.1,10.6,11.2,106.8,8.6,11.2,27.8,8.6,1.9,1.1,6.9,3.9,1.2,3.1,0.9,1.7,1.8,1.1,3.9,2.5,2.2,1.4,1.9,1.8,6.2,1.8,2.1,2.9,1.524749608,8.600708721,3.499424312,12.31580628
5.2,96000,7.2,52.5,4.9,1.3,27.3,28.6,23.4,18.3,5.3,11.7,7.7,106,2162.9,42.2,5.429,3.01,977.587,79.175,15.835,0.121127274,5,5.4,9.488,0.856,482.138,39.048,7.81,0.91512,26,8.1,12.627,1.134,638.85,51.74,10.348,1.212565151,26,1825,31.25,83.88,59439.888,6704.741,989.429,1.662547473,38,98.5,1535.681,920.212,597455.785,759621.539,99704.917,846.3753675,49,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,174.7,509.6,0,0,212.3,0,0,0,0,0,0,0,55.3,0,0,0,0,0,118.1,0,0,0,113.7,0,0,107.4,0,0,0,0,0,0,0,54.2,0,0,0,0,0,76.7,0,0,0,1.626230661,8.491561181,3.533755274,12.31540084
6,88000,7.8,61.9,7.2,9.3,32.5,32.2,26.3,21.6,7.2,13.4,6.1,63,1242,98.5,1535.681,920.212,597455.785,759621.539,99704.917,846.3753675,13,3.6,0,2.955,0.002,0,0,1.2966135,18,1825,31.25,83.88,59439.888,6704.741,989.429,1.662547473,19,10,20.196,1.822,1026.256,83.117,16.623,1.947885,20,149.3,31.317,1.221,23675.393,904.945,99.253,0.92341023,21,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,175.8,492.2,24.6,8.2,142.7,33.8,5.9,31.8,1.9,11.3,9.9,3.8,67.8,22.1,15.6,7.3,10,11.4,115.6,7.8,10.5,29.3,15.4,3.4,2.2,11.7,5.8,2.8,5.5,1.3,3.2,3.1,1.9,7.5,4.8,3.8,2.7,3.1,3.1,10.4,3,3.6,5,1.635359665,8.539193261,3.889349255,12.61203121
8.6,85000,8.6,52.3,13.1,16,23.5,24.8,22,22.4,16.5,13,6,39,1242,85,5.819,7.308,1596.904,648.96,83.541,0.521778018,1,69,0.463,2.255,528.3,59.075,11.815,0.027044305,2,21.3,50.728,0.518,18963.19,716.401,71.801,0.891869888,4,3,227.289,0.271,9905.179,373.64,37.364,0.03576028,5,2844.2,100.236,77.766,994487.775,38429.218,4026.827,18.56095559,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,155.4,418.3,16.5,5.2,116.5,32.8,6.9,26.9,1.4,10.1,9.1,6,53.5,13.4,14.5,5.8,8.7,12.4,111.9,11.7,8.4,27.9,13.2,2.7,1.5,9.6,5.2,2.5,4.7,1,2.8,2.7,2.2,6.4,3.2,3.3,2.1,2.7,3.1,10,3.5,2.8,4.7,1.264000439,8.830163352,3.06518859,12.01960623
6.3,78000,7.8,62.9,8.7,11.6,29.1,30.8,31,22.8,9.5,14.4,5.9,66,1242,5.6,19.36,0.375,13710.85,517.196,51.72,0.944532311,6,4,72.248,0.083,3050.944,115.087,11.509,0.011012034,8,17.5,36.162,0.871,25428.346,962.229,96.767,1.545729749,9,19.5,4.801,0.184,262.253,12.901,2.116,0.441472082,11,1,0.317,0.031,17.23,1.396,0.279,0.032705,12,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,189.3,475.6,23.9,7.2,137.7,28.6,6.7,29.8,2.4,11.4,11.1,4.8,64.5,18.2,14.6,7.2,10.5,12.4,112.2,7.9,10.7,34,12.5,2.8,1.6,9.5,4.4,2.2,4.3,1.2,2.7,2.7,1.7,6.2,3.4,3,2.1,2.6,2.8,8.5,2.5,2.8,4.5,1.619609943,8.510489477,3.599441397,12.37572539
4.4,76000,7.7,68.3,7.2,7.7,35.2,35.1,31.2,18.7,7.4,15.8,3.7,52,1242,20,32.672,16.658,108.741,92112.253,12090.34,14.90634982,18,14,281.405,4.046,108779.125,139558.229,18317.017,0.15430039,18,18.6,1.674,0.001,246.262,15.569,3.114,0.009924257,25,25,68.491,24.461,0,138053.863,18119.57,22.32035761,25,496.4,430.036,199.814,362798.007,83017.604,12079.799,169.1093047,26,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,201.7,512.4,24.8,6.2,147.7,28.9,0,39.3,0,10.5,8.9,0,67.8,36.1,19.3,7,12.1,13.2,119.2,9.2,0,40.7,43.6,9.5,5.7,35,17.5,0,17.4,0,9.6,9.7,0,21.3,17.5,12.6,8.1,10.3,10.4,28,8.9,0,18.1,1.289987165,9.328849247,5.769199526,14.58790271
5.7,73000,7.1,63,5.4,6.2,35.8,37.4,27.1,19.6,7.5,13.6,3.8,70,1242,18.6,1.674,0.001,246.262,15.569,3.114,0.009924257,2,25,68.491,24.461,0,138053.863,18119.57,22.32035761,3,20,32.672,16.658,108.741,92112.253,12090.34,14.90634982,25,19.9,11.676,3.892,0,21966.384,2883.088,3.551494552,38,17.5,36.499,16.294,0,91962.539,12070.083,14.86834184,39,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,176.9,474.5,25.4,6.6,132.5,20.2,0,30.7,0,0,13.7,0,62.4,27.7,16.9,0,0,9.8,130.6,0,0,30.4,46.8,10.7,6.3,38.6,15.6,0,18.2,0,0,13.9,0,22.6,16.9,13.7,0,0,9.8,30.6,0,0,18.7,1.096263754,9.368072081,6.4494478,14.96939004
5.9,66000,7.8,66.3,6.6,7.4,30.9,29.2,30.9,19.9,8.8,14.3,3.9,71,1242,2.1,0.255,0.024,13.393,1.085,0.217,0.025420271,19,8.7,34.081,0.34,12776.226,506.63,54.366,0.599346041,23,18,59.118,22.736,10.786,128314.977,16841.328,20.74781999,33,1.8,28.344,0.036,1316.618,49.665,4.966,0.004753333,34,4.8,0,6.994,0.001,0,0,3.068911765,34,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,189.2,491.5,24.8,7.9,143.1,26.1,0,39.8,0,9.2,12,0,55.2,32.3,15.2,0,12.4,14.5,102.9,8.4,0,26.6,40.4,9,5.7,31.9,13.9,0,16.9,0,7.6,10.8,0,18,15,10.6,0,9.4,10.2,24.8,8.7,0,13,1.276433856,9.495198615,5.466495251,14.50385685
5.1,77000,6.8,57.9,7.4,5.3,28.5,30.5,26.1,20.8,8.6,13.5,3.3,87,1242,20,32.672,16.658,108.741,92112.253,12090.34,14.90634982,18,21.5,54.035,22.146,0,124985.626,16404.363,20.20748023,22,17.5,36.499,16.294,0,91962.539,12070.083,14.86834184,28,7,11.403,32.208,5938.504,481.403,96.281,0.332973927,28,18.6,1.674,0.001,246.262,15.569,3.114,0.009924257,31,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,185.1,448.7,25.8,8.6,139.9,22.6,0,27.6,0,9,7.5,0,51.2,36.7,16.1,6.2,7.8,8.6,92.6,7.7,0,28.7,34.7,8.1,5.7,28.4,12.2,0,12.4,0,7.9,7.2,0,15.7,15.1,9.1,6.1,7,6.6,21,7,0,12.3,1.133519313,9.735254876,5.551818813,14.65966854
4.3,79000,8.3,61.4,7.6,6.4,29.9,30.4,31.8,20.2,7.1,13.8,3.6,44,1242,2.1,0.255,0.024,13.393,1.085,0.217,0.025420271,9,790,94.129,6.484,1284360.25,49251.365,4925.136,2.053122738,15,4.6,0,2.683,0,0,0,1.17718335,16,496.4,430.036,199.814,362798.007,83017.604,12079.799,169.1093047,20,4.1,18.85,0.194,7092.185,267.529,26.753,0.332701676,21,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,186.9,466,25.9,7.1,138.5,39.8,6.4,30,2,10.2,8.5,3.1,58.2,19.9,18.2,6.3,9.8,10.7,112.5,9,7,31.1,17.5,4.1,2.3,13.4,7.2,3.3,6.3,1.7,3.7,3.4,2.1,8.3,5.3,4.9,2.8,3.5,3.7,12,3.7,3.3,6,1.433842406,9.424098774,5.018926051,14.23167397
5.8,81000,7,64.2,6.9,6.1,30.8,29.4,30,18.8,6.7,14.6,3.2,50,1242,14,281.405,4.046,108779.125,139558.229,18317.017,0.15430039,5,496.4,430.036,199.814,362798.007,83017.604,12079.799,169.1093047,15,20,12.675,5.281,0,29807.298,3912.208,4.819185618,21,2.1,0.255,0.024,13.393,1.085,0.217,0.025420271,25,20,32.672,16.658,108.741,92112.253,12090.34,14.90634982,29,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,186.6,480.7,28.1,8.9,146.1,26.7,4.4,29.3,0,12.9,11.6,0,57.3,28,17.2,7,7.8,12.7,114,7.7,6.4,27.9,28.5,6.9,4.4,22.6,9.5,4.8,10.2,0,7.1,6.7,0,13.2,10,7.5,5.1,5.2,6.6,19.3,5.8,5.3,9.4,1.341877318,9.462593859,5.29871185,14.39897263
5.7,97000,7.1,58.1,4.6,2.8,31.7,33.1,28.1,18.6,4.6,13.6,3.5,14,1242,8.8,28.406,0.289,10583.374,399.222,39.922,0.496477143,13,7.9,0,3.39,3757.181,148.482,17.554,2.824697251,13,46,873.693,525.121,304736.969,389492.01,51127.572,0.431687334,15,414,6.746,7.178,6654.413,267.326,39.708,0.145263294,17,171.2,215.727,184.371,108948.313,289914.366,38366.277,38.79928849,17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,182.5,496,29.4,8.2,144.5,43.6,4.3,31.5,2,11.4,9.4,3.6,64.4,26.9,19.5,7.2,10.5,12.8,125,5.7,8.2,28.8,20.1,4.9,2.8,15.3,8.8,3,7.2,1.8,4.5,4.2,2.5,9.8,7,5.8,3.6,4.2,4.6,13.8,3.3,4,6.6,1.360714664,9.405506461,5.374116226,14.41310346
6,73000,9.7,64.8,6.7,6.4,28.6,30.9,32.4,22.1,8.2,15.2,3.3,29,1242,9.2,0,11.091,0.002,0,0,6.8275566,5,7.9,0,3.39,3757.181,148.482,17.554,2.824697251,12,605.5,23.54,1.406,231627.93,8829.719,916.439,0.368511673,17,171.2,215.727,184.371,108948.313,289914.366,38366.277,38.79928849,18,414,6.746,7.178,6654.413,267.326,39.708,0.145263294,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,191.1,512.6,29.6,6,148.4,37,8,32.3,0,12.9,12.5,4.5,71.4,24.4,18.5,6.4,9.3,13,111.3,7.3,6.8,36.1,33.8,8.2,3.8,25.8,13.4,7,11.9,0,7.8,7.8,4.8,17.1,11,9.7,5.4,6.3,7.5,22.4,6.1,6.4,12.5,1.287129466,9.766370417,4.896109722,14.32264147
5.7,66000,8,70.4,8.9,9.5,33.8,34.2,30.1,22.7,8.9,16.9,3.3,76,1242,20,12.675,5.281,0,29807.298,3912.208,4.819185618,10,13.2,2.162,1.216,393.288,31.852,6.37,0.041560427,10,7,11.403,32.208,5938.504,481.403,96.281,0.332973927,24,2.1,0.255,0.024,13.393,1.085,0.217,0.025420271,32,14,281.405,4.046,108779.125,139558.229,18317.017,0.15430039,33,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,187.2,483.8,27.4,7.6,137.2,18.8,0,32.5,0,14.1,14.8,0,69.6,34.8,12,0,0,10.1,96,12.6,0,33,51.1,12.2,7.2,40,15.5,0,19.7,0,14.8,14.3,0,26.3,23,12.5,0,0,11.3,30.8,12.5,0,19.4,1.315090022,9.31888044,5.69487138,14.54226085
6.6,71000,7.9,56.4,7.6,10.6,27.3,30.9,29,18.7,11.3,13.4,4.4,92,1012,446,15.952,0.272,53776.195,2033.952,203.395,1.268016765,6,5.9,0,2.225,0,0,0,0.976447471,10,4.6,24.807,0.255,9315.148,351.383,35.138,0.436983332,11,653.7,79.003,5.446,1076935.062,39968.311,4014.038,63.40017602,11,1293.1,107.988,9.463,1874467.219,70496.232,7049.623,148.3957202,11,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,205.5,528,26.5,5.7,155.8,37.3,6.9,34.1,2.1,13.4,13.1,4.5,67.6,18.1,19.9,7.5,9.8,15.5,129.5,10.5,7.3,31.3,21.6,4.8,2.4,16.8,8.5,4,7.5,1.9,4.8,4.9,2.7,10.2,5.8,5.9,3.5,4.3,4.9,15.2,4.6,4,7.1,1.496769349,7.857627431,3.998959342,11.97580141
8.2,45000,12,79.7,26.6,30.9,32.6,31.4,29.8,30.4,24.4,16.7,13.6,30,1012,8.6,1.017,0.085,47.859,3.902,0.78,0.089325829,0,3.6,159.639,0.203,7415.505,279.725,27.973,0.02677191,1,1,0.075,0.007,3.675,0.298,0.06,0.006961895,1,49.5,61.48,1.049,29603.521,2099.152,224.342,1.690782908,2,18,126.939,1.674,15661.386,629.688,74.742,7.495703427,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,237.9,439.4,13.8,5.4,115,35.9,9.9,30.9,1.6,11,10.7,7.7,38,3.3,16.7,5.8,10.5,11.5,146.8,12.7,6.5,31.1,9.7,1.8,1.1,6.7,3.8,2.1,3.5,0.8,2.1,2,1.7,3.8,1.2,2.5,1.5,2,2.1,8.6,2.7,1.8,3.4,2.019638266,7.293479176,3.46353189,11.55800055
6.9,66000,7.1,66.3,9.1,9,33.9,34.9,28.9,22.6,10.2,15.2,3.8,70,1012,1221.6,87.952,6.289,1245623.781,47264.484,4726.448,41.53917613,11,21.6,1.69,0.017,642.89,24.771,2.555,0.030158662,12,21.6,1.005,0.571,187.589,14.967,2.993,0.03076023,18,72,44.832,0.365,72312.391,2697.186,270.057,1.021708811,21,20.4,1.401,0,120.061,4.484,0.897,0.003105431,21,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,205.9,501.1,27,6.2,143.3,32.6,0,35.7,0,15.5,11.6,0,72.5,19.4,16.6,7.5,10.2,11.2,112.9,9.4,6.9,27.9,43.1,9.6,5.9,34.1,17.1,0,16.1,0,12,10,0,22.5,14.1,11.3,8.1,10.2,10,26.9,9.3,8.1,14.3,1.360567071,7.884570162,5.052574999,12.58272584
7.9,79000,7.9,63.6,8.9,6.1,32.1,31.6,30.6,20.6,8.3,13.6,4.4,36,1012,9.2,376.467,127.999,76070.336,95643,12552.078,106.9145246,13,537.4,5.437,0.033,6433.702,246.561,24.843,0.103607327,18,1242,76.312,14.643,101198.395,4196.355,462.307,1.660064414,18,5.4,0,1.481,0,0,0,0.649784086,22,36.3,196.699,2.006,73358.753,2767.213,276.721,3.52909727,22,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,205.1,468.3,24.1,7.4,135.1,37.7,6,30.3,2.5,12.4,11.2,4.1,60,11.4,14.7,6.4,10.2,12,123,8.3,9.6,30.4,20,4.5,2.7,15.6,8.5,3.7,7.1,2.1,4.8,4.6,2.7,9.7,4.5,5.1,3.5,4.3,4.4,14.3,4.1,4.5,7,1.516572165,7.814710886,4.283429881,12.12098482
3.6,57000,8.3,70.2,9.5,8.6,35.6,35.8,27.6,24.1,10.2,15.7,4.7,138,883.3,4.2,5.667,0.501,282.472,22.877,4.575,0.536144849,23,42.1,76.392,33.253,14651.961,10971.946,2987.919,8.01464904,24,6.4,0.428,0.039,21.804,1.766,0.353,0.041385,26,1.6,1.508,0.162,629.229,928.443,121.483,0.217293349,31,25.5,0.674,0.381,135.4,9.967,1.993,0.019851163,37,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,184.7,449,27.2,0,113.3,14.8,0,37.7,0,9,9.9,0,76.2,13.4,16.8,0,0,10.3,90,0,0,25.5,51,12.5,0,38.4,14.2,0,22.9,0,10.6,11.2,0,29,14,15.1,0,0,12.3,30.3,0,0,18.4,1.290287604,7.977555501,5.003930498,12.57217207
