air_quality_annual_PM2p5,median_household_income,percent_diagnosed_diabetes,percent_EDU_less_col,percent_EDU_less_HS,percent_food_stamp,percent_high_BP,percent_high_chol,percent_obisity,percent_phys_inactivity,percent_poverty,percent_somker_status,unemployment_rate,distance,plant_capacity,nameplate_capacity_MW1,NOx_tons1,SO2_tons1,CO2_tons1,CH4_lbs1,N2O_lbs1,PM2.5_tons1,dist_from_county1,nameplate_capacity_MW2,NOx_tons2,SO2_tons2,CO2_tons2,CH4_lbs2,N2O_lbs2,PM2.5_tons2,dist_from_county2,nameplate_capacity_MW3,NOx_tons3,SO2_tons3,CO2_tons3,CH4_lbs3,N2O_lbs3,PM2.5_tons3,dist_from_county3,nameplate_capacity_MW4,NOx_tons4,SO2_tons4,CO2_tons4,CH4_lbs4,N2O_lbs4,PM2.5_tons4,dist_from_county4,nameplate_capacity_MW5,NOx_tons5,SO2_tons5,CO2_tons5,CH4_lbs5,N2O_lbs5,PM2.5_tons5,dist_from_county5,fuel_type1_Biomass,fuel_type1_Coal,fuel_type1_Gas,fuel_type1_Oil,fuel_type1_Other Fossil,fuel_type2_Biomass,fuel_type2_Coal,fuel_type2_Gas,fuel_type2_Oil,fuel_type2_Other Fossil,fuel_type3_Biomass,fuel_type3_Coal,fuel_type3_Gas,fuel_type3_Oil,fuel_type3_Other Fossil,fuel_type4_Biomass,fuel_type4_Coal,fuel_type4_Gas,fuel_type4_Oil,fuel_type4_Other Fossil,fuel_type5_Biomass,fuel_type5_Coal,fuel_type5_Gas,fuel_type5_Oil,fuel_type5_Other Fossil,cardio_death,total_cancer,bladder,brain,breast,breast_insitu,cervix,colon,esophagus,kidney and renal,leukemia,liver,lung,melanoma,non-hudgkin lymphoma,oral cavity,ovay,pancreas,prostate,stomach,thyroid,uteras,Rate_range,bladder_range,brain_range,breast_range,breast_insitu_range,cervix_range,colon_range,esophagus_range,kidney and renal_range,leukemia_range,liver_range,lung_range,melanoma_range,non-hudgkin lymphoma_range,oral cavity_range,ovay_range,pancreas_range,prostate_range,stomach_range,thyroid_range,uteras_range,Pediatric Asthma,Adult Asthma,COPD,Adult Chronic Lung Disease
8.7,73000,9,68.6,12.1,12.1,27.1,28.5,27.9,19.8,12.5,12.6,7,225,2323,193.4,18.849,1.476,292332.242,11065.53,1106.553,3.34344925,6,125.5,7.369,0.645,116121.198,4826.773,482.677,0.215703472,6,173.9,24.854,1.554,307774.712,11212.725,1121.272,3.508780834,8,9,0,14.397,0,0,0,6.3175014,9,556.8,50.863,5.942,1158205.306,41088.275,4108.827,13.79958535,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,213.8,421.4,16.6,6.4,128.1,30.1,7.4,33.1,1.7,11.9,9,6.6,47,18.4,14.5,5.9,9.8,11.9,82.4,9.2,6.4,29.7,9,1.8,1.2,6.9,3.3,1.8,3.4,0.8,2.1,1.8,1.5,4.1,2.7,2.3,1.5,1.9,2,5.7,2,1.7,3.2,1.587022639,7.214269863,4.127002859,11.71820984
4.3,91000,7.8,79.9,18.1,7.1,26.3,29.1,24.7,19.9,7.9,11.8,7.2,97,2323,1.4,0,1.867,0,0,0,0.81945885,19,47.3,10.555,0.108,3967.273,149.652,14.965,0.186109105,26,133.2,2.693,0.05,9915.486,2706.516,270.652,0.304839101,26,432,31.081,1.795,355318.328,13055.157,1305.516,6.946388178,27,139.8,5.407,0.177,35093.766,1285.367,128.537,0.272298527,28,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,177.1,384.8,16.4,9.5,113.3,13.7,0,28.1,0,12.7,0,0,29.6,14.4,9.6,0,11.6,8.9,111.2,0,0,19.5,44.9,9.8,7.2,34.4,12.2,0,17.7,0,12.2,0,0,17.9,12.7,9.8,0,11.5,9.8,34.9,0,0,14.2,1.737569276,7.012723441,3.9309968,11.52915463
14.1,71000,9.3,80.8,19.9,12.6,28.3,30.1,33.6,24.8,13.9,13.7,8.7,190,2323,4.8,146.958,0.244,660.161,175.646,17.59,4.739030856,3,54,43.265,0.071,0,175150.519,22984.232,3.307456068,3,4.8,0.241,0.002,90.297,3.406,0.341,0.004235921,4,4.4,0,5.303,0,0,0,2.3267748,6,288.9,24.768,2.537,502500.312,18641.299,1864.13,9.341786031,12,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,223.7,415.6,17.9,6.1,116.5,22.2,6.9,33.6,2.2,11.9,10,6.8,41,15.1,14.4,6.4,10.1,10.8,86.6,10.3,8.3,27.6,13.2,2.8,1.6,9.8,4.3,2.5,5.2,1.3,3.2,2.9,2.3,5.7,3.6,3.4,2.3,2.9,3,8.9,3.2,2.7,4.6,1.819218795,6.893785801,3.842482815,11.42562115
7.1,86000,7.5,65,18.2,8.1,24.7,28.2,24,19.4,10.5,10.7,5.8,66,2323,3,0,4.574,0.001,0,0,2.0072262,9,58,8.1,0.084,3086.046,116.411,11.641,0.144769804,10,5.5,8.37,0.016,5754.974,217.116,21.674,2.832905459,49,49.8,1.187,0.06,11841.487,438.279,43.828,0.778630267,50,46,11.118,0.115,4223.737,159.326,15.933,0.198140128,51,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,178.2,440.5,17.2,7.5,139.9,27.8,6.4,30.5,1.9,10.4,14,5.2,32.8,21.8,14.3,6.9,11.8,11.8,117.5,7.3,7.7,29,17,3.3,2.3,13.9,6.3,3.3,6.2,1.6,3.8,4.4,2.5,6.3,5.6,4.3,3.1,4.1,3.8,12.5,3.3,3.4,6.2,1.509332998,7.301592298,4.22424376,11.78754671
5,59000,7,77.9,8.9,12,31.4,32.9,24.2,15.7,13.9,14.6,6.8,389,2323,20,27.087,4.638,0,26176.827,3435.709,4.232240197,19,31,124.08,27.338,7161.383,153457.802,20132.895,26.16479836,19,30.2,54.329,10.849,90.519,61218.922,8034.877,9.914893327,25,62.7,374.282,64.321,0.007,363019.665,47646.331,58.69251717,26,183.1,5.149,0.58,114997.438,4337.301,433.73,2.122297044,27,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,250.4,481.8,22,8.7,136.6,25.3,9.8,32.9,2.5,10.4,13.7,4.6,57.1,25.8,16.5,7.4,11.9,11.2,102.8,10.6,7.2,28.1,25.5,5.4,3.8,19.8,8.7,6.4,9.6,2.6,5.4,6.6,3.6,11.4,9.4,6.8,4.7,6.3,5.4,16,6.2,5.2,8.6,1.467935004,7.383243868,4.98528155,12.39980562
6.5,59000,7.3,80.6,7.5,7.4,38.4,39.2,22,19.2,11.5,12.9,6,302,2323,20,61.243,6.276,0,35423.059,4649.276,5.72711118,16,62.7,253.439,47.159,0.01,266159.615,34933.449,43.03231824,33,31.2,11.778,1.063,598.668,48.486,9.697,1.136304697,35,3.2,0,4.314,0,0,0,1.89292635,48,1182.9,645.78,10.5,2079948.781,77822.071,7782.207,60.96139756,53,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,227,307.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.164383562,7.842465753,6.404109589,13.56164384
4.9,49000,7.6,77.9,10.1,13.8,34.9,35.9,27.9,19.7,14.3,14.7,8.1,373,1200,13.4,20.021,3.261,0.027,18403.282,2415.431,2.975423131,14,117.6,8.909,0.276,54767.603,2105.399,210.54,19.96275328,55,501.5,195.802,7.483,1482215.707,52774.99,5277.499,39.05230122,55,3.2,0,2.889,0,0,0,1.26772065,56,40,307.608,37.061,0.14,209167.992,27453.299,33.81800727,60,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,227.9,358.1,12.8,7.7,89.7,18.2,0,30.3,0,10.8,12.1,0,49.6,20.9,9.8,0,0,0,65.1,0,0,20.1,43.3,7.6,7.6,34,17.1,0,19.1,0,12.1,14.2,0,21.4,18.4,11,0,0,0,24.4,0,0,14.2,1.378194011,7.510694878,5.716267777,12.9772228
9,84000,7.9,72.9,11.3,8,27.8,29.5,31.1,23.3,9.3,11.6,7.5,219,2323,8,0,10.932,0.002,0,0,4.797021715,4,47,1.604,0.044,8757.432,320.563,32.056,0.291460052,5,47,1.242,0.041,8133.215,303.941,30.394,0.255579045,5,2.8,87.91,0.104,3786.61,142.837,14.284,0.013670658,6,47,1.44,0.041,8168.403,293.42,29.342,0.305594019,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,183.5,427.5,17.1,6.5,126.7,26.5,6.8,35.3,1.4,14.9,9.6,5.8,47.2,16.6,16.2,6.2,10.6,11.3,93.1,8.1,5.7,31.4,16.4,3.3,2.2,12.4,5.9,3.1,6.6,1.4,4.4,3.5,2.6,7.4,4.7,4.5,2.9,3.7,3.7,10.9,3.5,2.9,6,1.490820813,7.351852059,4.434425588,11.98608299
12.6,65000,10.2,82.3,20.2,13.4,28.5,30.5,29.9,25.4,13,14.2,8.4,162,2323,223.5,13.572,0.894,177102.713,6742.883,674.288,10.01879448,1,142.4,14.597,6.421,3358.304,217.189,38.444,0.272565655,6,49.8,0.68,0.007,377.552,23.179,3.659,0.01771136,7,300.6,29.798,2.611,516993.484,17925.149,1792.515,26.93805512,7,199,12.916,1.05,207857.141,8593.932,859.393,6.491186956,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,244.2,425.5,18.5,5.9,122.5,22.4,8.3,35.1,1.6,13.5,8.8,5.5,44.6,16.7,14,5.5,8.9,11.7,92.7,9.2,7.2,26.6,15.6,3.3,1.8,11.6,5,3.2,6.2,1.3,3.9,3.2,2.5,6.9,4.3,3.9,2.5,3.1,3.6,10.6,3.5,3,5.4,1.833729942,6.872078839,3.863067439,11.4330435
8.1,66000,9,80,20.2,11.4,29.1,31.1,26.3,27.5,11.5,13.9,9,268,2323,636,30.669,1.456,288332.745,11133.373,1113.337,13.86774083,1,66,3.376,0.018,3657.822,147.283,14.728,0.021710431,1,47,12.317,0.045,8966.013,321.959,32.196,0.147065755,7,47.3,52.99,0.522,19104.582,720.656,72.066,0.896216743,8,49,3.489,0.035,1271.752,47.973,4.797,0.059659339,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,221.4,410,16.6,7.9,117.8,26.1,7.6,26.2,0,12.2,8.6,8.6,44.7,13.8,17,0,5.2,13.1,93.5,7,7.9,23.5,34.5,7,5.2,26.6,12.7,7.5,12.8,0,8.7,7.5,7.3,15.4,9.6,10.2,0,5.7,8.6,23.6,6.8,7.8,12.2,1.739897287,7.003164393,4.221611247,11.7331535
4.7,62000,8.4,82.6,14.1,13.4,34.1,32.8,32.8,23.9,13.3,15.7,7.2,348,2323,46.4,167.808,0.198,7228.016,272.653,27.265,0.026095001,2,62.7,374.282,64.321,0.007,363019.665,47646.331,58.69251717,21,30.2,54.329,10.849,90.519,61218.922,8034.877,9.914893327,24,183.1,5.149,0.58,114997.438,4337.301,433.73,2.122297044,28,5.2,7.791,0.079,2880.042,108.64,10.864,0.135105909,36,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,240.2,465.1,19.3,8.7,112.8,24.1,0,32.6,0,12.6,11.7,0,45.2,29.6,16.8,9,9.2,13.2,97.9,9.4,0,27.9,42.3,8.5,6.4,30.1,13.9,0,17.1,0,11,10.5,0,17.9,16.3,11.6,8.9,9.1,10.2,26.9,9.8,0,14.9,1.620305765,7.178962384,4.81440134,12.22749403
5.4,45000,7.1,80.8,7,12.6,38.8,38.1,21.7,19.3,18,16.2,6.3,395,2323,183.1,5.149,0.58,114997.438,4337.301,433.73,2.122297044,38,30.2,54.329,10.849,90.519,61218.922,8034.877,9.914893327,43,62.7,374.282,64.321,0.007,363019.665,47646.331,58.69251717,46,32.5,170.021,33.272,630.941,176012.394,23105.142,28.53730489,53,269.4,4680.82,5.644,208023.418,7968.353,815.04,0.751018828,58,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,233,397.3,17.4,0,84.3,0,0,0,0,0,0,0,54.1,0,0,0,0,0,61.9,0,0,0,83.7,17.1,0,62.1,0,0,0,0,0,0,0,43.2,0,0,0,0,0,42.6,0,0,0,1.195153897,7.776686313,6.155861166,13.38408644
9,63000,7.9,77.7,9,8.3,35.1,35.5,23.2,19.8,12.1,12.8,7.3,201,2323,15,74.469,16.756,1.234,94565.557,12411.735,15.2893524,20,25,204.435,26.899,0.169,151815.446,19925.777,24.54533128,30,4.4,0,5.104,0,0,0,2.23952295,53,142.4,14.597,6.421,3358.304,217.189,38.444,0.272565655,60,199,12.916,1.05,207857.141,8593.932,859.393,6.491186956,64,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,206,405,24.8,4.8,124.2,16.1,0,23.4,0,12,6.1,0,53.7,24.5,10.7,6.3,0,10.9,79.6,0,0,29.1,40.6,9.7,5.5,36.2,13.4,0,15.4,0,10.1,8.1,0,19.9,18.4,9.9,7.8,0,10,23.6,0,0,16.5,1.148307805,7.821700449,5.846097404,13.14500596
6.3,81000,9.2,57.4,12.5,7.7,24,25.5,29.1,19.4,14.8,11,5.8,247,2323,28,94.188,39.092,819.454,220533.424,28944.046,35.81046617,9,2.8,0,4.386,0,0,0,1.924509357,13,60.5,0.626,0.026,5108.666,192.417,19.242,0.241768253,20,173.9,24.854,1.554,307774.712,11212.725,1121.272,3.508780834,26,1.6,0,2.245,0,0,0,0.9851205,26,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,185.8,405.4,16,6.7,130.9,29.2,9.3,29.2,0,12.4,6.9,4.5,43.7,20.4,14.9,5.7,12.7,11.6,80.5,8.3,5.8,29.9,25,5,3.4,19.8,9.6,5.8,9.5,0,6.3,4.8,3.6,11.4,8,6.8,4.3,6.4,6,16.1,5.6,4.6,9.3,1.403553484,7.436466905,3.889354111,11.56247724
8.6,56000,7.5,82,17.8,15.8,26.9,29.5,29.1,20.5,16.3,15.2,8.5,282,2323,3.5,0,4.891,0,0,0,2.1462588,14,47,12.317,0.045,8966.013,321.959,32.196,0.147065755,18,49,3.489,0.035,1271.752,47.973,4.797,0.059659339,18,47.3,52.99,0.522,19104.582,720.656,72.066,0.896216743,18,49.5,10.333,0.076,15107.659,3516.873,351.687,0.274638333,18,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,258,468.3,18.9,5.3,107.8,17.5,10.7,32.9,0,13.1,8.9,0,70.8,18.5,18,0,13.4,9.5,93.9,10.2,0,26.7,45.2,9.6,4.9,30.9,12.7,10.6,17.3,0,10.7,9,0,24.3,13.1,13,0,11.6,9.3,29.4,9.9,0,15.6,1.87000998,6.81262475,3.768712575,11.33732535
15.8,70000,8.9,70.5,7.1,19.4,30.9,29.8,26.2,21.6,12.2,15.5,5.5,2367,2323,37.1,365.946,1033.595,190310.734,15427.474,3085.495,10.67081608,31,21,17.196,5.886,2075.951,168.131,33.626,0.944639405,31,10.5,16.728,1.486,837.045,67.792,13.558,1.588750151,31,39.1,237.489,321.175,71513.457,5795.076,1159.015,5.432877913,32,66,1256.967,335.766,286710.141,230812.02,30803.309,521.7235481,34,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,191.2,400.5,14.5,5,125.8,21.6,7.4,31.7,0,6.8,7,4.7,35.5,21,13.1,5.4,8.5,12.6,79.6,8.5,4.5,30.6,22.3,4.1,2.8,18.4,7.6,5,9.1,0,4.3,4.7,3.6,8.9,7.6,5.9,3.9,5.1,5.6,13.3,4.8,4,9.2,1.635192289,6.989770827,3.211370119,10.681617
4.4,81000,8.2,71.7,7.7,10,27.2,27.3,24.8,19.3,9.5,13.6,7.3,2378,2323,229.8,5226.612,1431.367,532638.812,43138.4,8627.68,328.0323204,9,34,378.358,1068.654,197262.271,15991.01,3198.202,11.06059194,10,10.4,516.888,45.742,25761.537,2086.426,417.285,48.89660939,21,17.1,539.447,47.949,27004.279,2187.228,437.446,51.2554,33,2,2.34,0.207,116.778,9.458,1.892,0.22165,41,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,166.5,411.5,15,4.4,138.1,31.1,5.5,37.3,0,7.1,6.3,5.4,33.1,26.3,11.9,9,9.6,8,76.6,10.1,6.8,32.1,25.4,5,2.8,21,10.1,4.7,11.2,0,4.9,4.7,4.1,9.9,9.3,6.2,5.5,5.9,4.9,15,6.3,5.4,10,1.65513216,6.970137342,3.024978857,10.55794452
7,66000,5.7,46.7,3.8,8.5,24.5,26.3,25.5,18,15.7,11,3.9,241,1200,6.5,32.607,0.269,9854.982,492.759,49.276,0.48532769,9,5.6,0,7.732,0.002,0,0,3.392965915,17,1.6,1.39,0.017,0,12.375,1.237,0.057458002,24,19.8,73.251,14.087,0.002,79502.775,10434.739,12.85389288,29,11,0.766,0.009,403.93,18.193,2.372,0,35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,161.9,370.6,19.4,7.7,158.7,35.4,0,22.6,0,7.6,7.2,0,29.7,13.6,13.6,0,12.6,5.9,92,0,0,28.9,35,8,5.6,33.5,16.3,0,12.1,0,7.4,7.8,0,13.5,9.7,9.4,0,9.8,6.1,23.9,0,0,13.4,1.10790549,8.993017943,4.516350454,13.38388443
8.2,83000,7.6,62,6.3,8.7,32.1,31.2,27.9,18.7,6.8,12.9,4.8,165,1200,1.6,283.538,0.45,0,321.912,32.191,1.01721795,30,21,22.518,3.778,0,21323.803,2798.749,3.44760861,35,13.1,222.82,21.541,92617.973,118823.171,15595.54,1.313756048,37,248,88.658,3.437,756224.062,28283.755,2828.376,33.08796148,40,4.8,0,5.093,0,0,0,2.23492185,50,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,175.2,455.3,20.7,6.8,141.4,30.7,6.8,31,0,9.9,12.4,5.6,50.3,30,16.3,6.9,9.5,12.2,98.7,7.1,6.7,31.4,16.9,3.5,2.3,13.2,6.3,3.4,6.2,0,3.5,4.1,2.6,7.5,6.4,4.4,2.9,3.5,3.9,10.9,3.2,3.3,6.1,1.467755861,8.41397926,4.951422689,13.47949222
5.1,63000,8,76,7.6,15.5,33.5,32.3,27.1,20.7,10.5,15.9,6,212,1200,36,68.39,150.094,11999.452,13356.112,3609.826,2.42292072,18,483,85.269,22.457,1131487.125,42005.21,4200.521,60.33554321,28,610.7,761.666,8.216,4879.079,11550.184,1176.478,14.88718688,28,225.6,4029.096,5.076,185626.652,7002.145,700.215,0.670160661,28,62.4,95.202,303.032,29431.017,28364.423,6952.762,6.101914974,36,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,184.9,474.4,22,0,128.3,19.1,0,39.5,0,10.9,14.6,0,57.8,25.3,20,0,14.4,0,84.9,0,0,34.1,54,11.2,0,41.2,17,0,22.2,0,12.9,15,0,25.2,21.3,16.7,0,15.5,0,30.2,0,0,21.8,1.278974841,8.589169532,5.600771838,13.99945576
6.4,73000,9.7,82,9.2,14.1,32.8,31.7,35.8,22.2,9.2,16.1,5.8,183,1200,62.4,95.202,303.032,29431.017,28364.423,6952.762,6.101914974,14,319,60.605,9.13,836297.125,30501.329,3050.133,20.08411571,14,135,71.201,232.053,10787.183,24618.472,6242.616,4.896637351,14,610.7,761.666,8.216,4879.079,11550.184,1176.478,14.88718688,16,483,85.269,22.457,1131487.125,42005.21,4200.521,60.33554321,17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,192.9,439.6,16.7,9.5,100.7,20.1,0,25,0,12.3,12.7,0,64.3,32.5,11.1,0,0,12.9,86.3,0,0,34.1,45.8,9,7.9,31.2,14.1,0,16.8,0,11.9,11.8,0,24.2,19.7,11,0,0,11.8,28.2,0,0,19.2,1.418412891,8.478326651,5.155458053,13.64702322
6,51000,9.7,80.1,10,21.8,38.7,36.4,32.4,22.3,15.4,17.4,6.3,325,1200,51.5,159.531,11.29,1990.477,63488.922,8330.575,10.64114544,35,1.6,0,1.089,0.001,0,0,0.4776765,36,6.3,12.561,1.413,0,7975.42,1046.774,1.289454994,38,3.2,0,4.767,0,0,0,2.09202315,77,11,0.766,0.009,403.93,18.193,2.372,0,78,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,240.2,423.7,24.2,6.3,109.1,16.5,8.5,30.8,0,13.2,11.4,0,60.9,10.9,15.1,5.4,11.8,14.2,67.3,7.8,0,33,38.3,8.5,5.7,29.1,11.6,10.2,15,0,10.1,9.9,0,19.1,10,11.9,6.7,10.1,10,19.8,9.1,0,16.2,1.251719182,8.554959744,6.063884038,14.31441331
6.8,69000,8.4,81.2,10.7,18.2,37.2,34.3,25.6,19,10.3,16.8,6.7,168,1200,12.8,0,20.904,0.005,0,0,9.1725942,99,642.2,2414.726,3920.597,2782326.25,636797.089,92644.026,395.439845,110,500,71.882,6.404,1268639.75,45942.521,4594.252,53.67288594,111,4.8,231.296,0.307,5146.282,398.223,39.822,1.289438326,111,4.8,0,5.61,0.001,0,0,2.461713507,113,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,222.7,496.8,27.4,0,137.8,19.4,0,45.4,0,21,0,0,57.1,21.6,0,0,0,0,107.8,0,0,23.8,70.9,16.5,0,57.5,21.1,0,31.7,0,24.1,0,0,31.8,24.4,0,0,0,0,41.4,0,0,25.2,1.366261701,8.41665007,5.827524398,14.09679347
5.7,48000,8.8,76.5,7.9,18.4,39.3,36.8,24.4,20.8,14.5,15.1,6.7,367,1200,51.5,159.531,11.29,1990.477,63488.922,8330.575,10.64114544,59,1.6,0,1.089,0.001,0,0,0.4776765,65,40,307.608,37.061,0.14,209167.992,27453.299,33.81800727,70,6.3,12.561,1.413,0,7975.42,1046.774,1.289454994,71,3.2,0,2.889,0,0,0,1.26772065,74,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,227.2,393.2,17.9,0,113.7,0,0,19,0,0,0,0,56.9,18,13.7,0,0,0,69.1,0,0,31.4,60.9,12.3,0,51.8,0,0,20.4,0,0,0,0,28.4,24,19.2,0,0,0,34.5,0,0,26.5,0.982621755,8.796395623,7.268826432,15.24994636
7,66000,7.4,62.8,6.2,11.3,30.4,32.1,22.8,19.5,8.1,13.6,5.3,199,1200,65,38.882,117.247,10003.714,3044.81,1816.038,6.796783719,86,3.2,0,4.767,0,0,0,2.09202315,88,21,22.518,3.778,0,21323.803,2798.749,3.44760861,90,11,0.766,0.009,403.93,18.193,2.372,0,92,19.8,73.251,14.087,0.002,79502.775,10434.739,12.85389288,98,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,169.9,429.4,21.6,8,143.7,30.6,6.4,27,0,6.7,8,3.7,40.3,25.9,14.3,8,8.1,10.8,117.6,4.6,6.5,24,23.9,5.3,3.6,19.8,9.4,4.9,8.7,0,4.5,4.8,3.4,10,8.8,6.3,4.9,4.8,5.2,16.6,3.7,4.8,7.8,1.357492975,8.546902646,5.169773355,13.68148725
6.7,52000,8.7,81.5,9.5,21,35.7,35.3,33.6,22.1,13.3,16.9,5.8,290,1200,6.3,12.561,1.413,0,7975.42,1046.774,1.289454994,9,1.6,0,1.089,0.001,0,0,0.4776765,12,51.5,159.531,11.29,1990.477,63488.922,8330.575,10.64114544,18,3.2,0,4.767,0,0,0,2.09202315,48,11,0.766,0.009,403.93,18.193,2.372,0,53,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,199.3,440.2,20.7,7.1,125.4,15.4,8.8,32.7,0,13.2,8.4,6.1,55.1,24.9,14.7,6.1,10.8,14.3,95.6,5.1,7.4,31.1,30.3,6.2,4.7,23,8.8,7.9,12,0,8.3,6.9,5.1,14,12,7.9,5.4,7.3,6.9,18.6,4.8,6.8,12.3,1.333465034,8.439890809,5.914837829,14.16795374
5.9,63000,7.1,78.3,6.5,13.3,37.3,35.6,21.3,19.8,10.7,17,4.8,86,1200,12.8,0,20.904,0.005,0,0,9.1725942,14,4.8,231.296,0.307,5146.282,398.223,39.822,1.289438326,27,642.2,2414.726,3920.597,2782326.25,636797.089,92644.026,395.439845,29,500,71.882,6.404,1268639.75,45942.521,4594.252,53.67288594,29,4.8,0,5.61,0.001,0,0,2.461713507,36,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,199.7,358.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.367088608,8.303797468,6.126582278,14.27848101
5.4,82000,6.3,65.3,17.5,11.6,27.7,28.2,24.5,19.3,8.5,14,4.5,129,1200,284.3,50.966,4.053,802904.375,29291.182,2929.118,8.084198818,44,248,88.658,3.437,756224.062,28283.755,2828.376,33.08796148,53,1.6,283.538,0.45,0,321.912,32.191,1.01721795,55,12.8,0,20.904,0.005,0,0,9.1725942,66,21,22.518,3.778,0,21323.803,2798.749,3.44760861,70,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,199,442.4,21.7,0,170.9,0,0,31.6,0,0,0,0,42.3,22.6,0,0,0,0,95,0,0,31.3,73,17.1,0,66,0,0,28.8,0,0,0,0,32.9,25,0,0,0,0,47.6,0,0,28.3,1.602233677,8.243127148,4.617697595,13.18298969
7.2,57000,8.7,71.2,9.6,19,31.3,34.2,26.7,18.9,11.9,14.8,5.4,325,1200,3.2,0,2.889,0,0,0,1.26772065,4,40,307.608,37.061,0.14,209167.992,27453.299,33.81800727,6,501.5,195.802,7.483,1482215.707,52774.99,5277.499,39.05230122,50,117.6,8.909,0.276,54767.603,2105.399,210.54,19.96275328,50,51.5,159.531,11.29,1990.477,63488.922,8330.575,10.64114544,57,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,179.1,432.6,22.5,7.1,146.3,28.8,6.9,30.3,1.8,9.9,7.2,5.3,55.3,15.5,12.4,7,12.2,9.9,101.6,6.7,7.8,30.3,21.6,4.7,3.1,18.1,8.5,4.9,8.3,2,4.8,4.2,3.5,10.2,6.5,5.1,4.1,5.4,4.4,14.2,4.1,4.9,8.1,1.410450587,8.398694578,5.375849696,13.77319197
6.2,64000,8.5,78.6,11.7,24.8,32.7,32,26.7,24,12.5,17.5,6.5,155,1200,21,22.518,3.778,0,21323.803,2798.749,3.44760861,71,12.8,0,20.904,0.005,0,0,9.1725942,78,284.3,50.966,4.053,802904.375,29291.182,2929.118,8.084198818,83,13.1,222.82,21.541,92617.973,118823.171,15595.54,1.313756048,92,1.6,283.538,0.45,0,321.912,32.191,1.01721795,94,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,198.7,447.1,24.1,0,130.4,0,0,36.3,0,0,0,0,60.6,0,0,0,0,0,105,0,0,29,70,16.8,0,56.6,0,0,29.4,0,0,0,0,36,0,0,0,0,0,45.9,0,0,27.8,1.613292565,8.150949469,4.968619247,13.39716769
