FIPS,air_quality_annual_PM2p5,median_household_income,percent_diagnosed_diabetes,percent_EDU_less_col,percent_EDU_less_HS,percent_food_stamp,percent_high_BP,percent_high_chol,percent_obisity,percent_phys_inactivity,percent_poverty,percent_somker_status,unemployment_rate
28163,8.6,37000.0,9.0,88.2,23.9,23.7,44.9,34.5,27.0,23.8,31.0,25.2,7.3
29015,7.6,44000.0,9.0,85.3,13.8,13.3,43.0,42.7,27.8,23.0,16.8,21.7,5.7
29017,8.7,48000.0,8.0,89.2,16.4,14.2,38.3,37.4,26.6,23.3,16.3,24.7,4.2
29023,9.2,42000.0,9.7,87.0,16.0,20.7,37.6,37.0,32.8,32.0,21.2,25.2,4.7
29029,8.1,64000.0,7.3,77.8,8.5,9.3,37.2,40.6,26.6,24.3,14.0,19.2,5.0
29031,9.5,58000.0,9.5,68.1,8.4,11.2,31.3,32.5,29.1,21.2,11.9,18.1,3.6
29035,8.1,39000.0,6.8,84.8,13.8,19.7,36.3,37.6,25.0,19.6,20.3,23.2,5.2
29043,8.6,68000.0,8.6,69.3,7.6,7.6,29.9,34.0,32.8,23.8,8.8,18.0,3.2
29055,8.1,44000.0,7.8,88.1,18.3,16.0,36.9,38.5,28.5,24.7,16.3,24.3,4.5
29059,7.8,43000.0,7.6,88.6,14.0,14.4,38.1,38.8,25.2,19.5,24.1,25.1,4.3
29065,7.8,44000.0,8.0,85.1,16.1,16.0,39.0,38.7,28.5,21.0,15.1,24.1,4.3
29067,8.2,46000.0,7.7,87.0,17.1,16.3,42.5,40.9,24.5,20.7,17.8,23.6,4.3
29069,9.4,43000.0,13.2,86.1,21.0,26.9,38.8,38.1,34.8,34.9,20.2,26.8,6.1
29077,7.1,47000.0,10.0,68.5,7.4,11.6,30.5,33.1,30.0,23.5,14.3,18.6,3.4
29085,7.5,36000.0,7.4,91.5,12.8,11.9,43.2,42.9,22.9,21.0,19.6,22.5,4.0
29091,8.7,46000.0,9.3,82.7,14.0,18.4,36.6,36.2,30.1,29.9,18.4,23.4,4.8
29093,8.0,42000.0,9.2,88.1,18.8,18.9,38.7,38.8,24.6,22.1,19.5,24.6,5.8
29099,8.3,67000.0,8.7,78.9,9.8,8.3,29.1,35.1,29.1,26.0,8.9,20.6,4.1
29105,8.1,46000.0,7.5,85.0,14.1,15.2,35.0,36.8,29.5,21.7,16.3,23.7,4.3
29123,8.2,45000.0,7.7,85.9,14.0,17.6,35.9,37.3,27.3,22.1,16.3,22.2,4.4
29125,8.0,48000.0,7.6,84.2,16.2,8.1,37.0,38.5,28.8,22.6,12.9,22.7,3.8
29131,8.2,51000.0,7.9,81.0,12.5,12.9,34.6,35.6,27.5,23.3,13.9,21.4,4.1
29133,9.1,40000.0,9.1,87.5,22.8,23.2,40.2,35.5,30.3,35.6,19.1,28.3,4.7
29143,9.2,42000.0,11.1,88.0,18.6,21.9,40.5,39.8,31.7,31.9,18.9,25.8,4.8
29149,8.5,38000.0,8.3,85.1,14.4,21.1,41.3,40.7,25.4,19.9,22.0,25.8,5.3
29153,8.4,39000.0,7.0,88.3,19.0,15.8,45.0,42.9,26.7,24.3,20.3,25.9,5.5
29155,8.9,34000.0,12.4,88.0,20.8,30.6,40.2,38.3,27.9,33.5,35.3,28.4,7.3
29157,8.9,56000.0,8.7,80.9,13.4,8.6,34.4,35.4,30.3,19.8,11.7,20.6,3.2
29161,8.1,50000.0,7.1,70.1,10.3,11.0,31.2,33.0,30.1,22.6,17.5,19.2,3.7
29167,7.9,51000.0,7.5,79.4,11.3,13.2,33.2,35.3,26.9,20.8,15.6,20.7,3.5
29169,8.1,59000.0,7.9,72.3,6.7,9.8,24.1,25.4,26.7,22.5,12.5,18.5,4.4
29179,7.8,39000.0,7.4,84.6,21.1,17.5,39.3,39.2,22.6,19.0,19.4,23.8,4.1
29181,8.8,38000.0,8.8,89.2,18.3,23.7,39.7,39.9,27.1,23.5,21.3,27.1,5.5
29186,8.8,59000.0,6.6,82.1,9.2,8.1,35.2,37.9,27.8,21.9,9.0,19.8,3.4
29187,8.5,48000.0,9.4,86.0,14.7,15.2,34.4,34.2,31.5,31.6,16.2,23.8,4.8
29201,9.6,53000.0,11.1,80.2,15.2,20.3,36.6,35.9,34.1,36.7,14.6,22.7,3.9
29203,7.9,38000.0,8.1,85.5,18.0,20.1,40.4,39.7,25.9,19.4,21.8,25.4,5.6
29207,9.5,47000.0,9.4,87.7,20.2,15.8,37.9,38.5,31.3,30.2,16.8,26.8,4.5
29209,8.5,52000.0,7.7,80.2,11.3,9.4,41.1,42.2,29.0,20.0,14.2,19.5,6.6
29213,8.7,45000.0,8.1,78.8,9.7,12.8,34.7,37.2,26.3,23.8,15.6,19.9,7.5
29215,8.2,39000.0,7.6,85.2,15.6,13.9,39.1,38.1,30.6,25.2,20.3,25.1,4.6
29221,8.0,43000.0,8.7,88.6,20.4,19.6,38.4,37.6,24.2,24.0,19.4,26.0,5.1
29223,8.4,44000.0,10.3,90.1,18.8,19.8,41.9,40.7,27.2,21.4,23.2,26.6,5.0
29225,8.2,55000.0,10.1,82.3,13.2,10.7,34.4,36.3,31.7,22.8,15.0,22.8,3.4
29229,8.1,40000.0,8.2,89.0,19.1,19.1,38.7,38.4,24.3,19.8,18.3,26.6,4.0
47005,8.2,45000.0,8.7,87.2,16.6,17.0,45.9,42.2,24.0,21.5,16.9,24.7,4.8
47017,8.4,47000.0,8.6,81.3,12.8,17.1,43.0,38.0,26.9,25.1,16.7,22.3,4.6
47023,8.1,43000.0,7.4,84.1,14.7,14.9,38.1,35.0,28.8,24.9,15.2,23.0,3.3
47033,8.4,50000.0,7.7,84.8,16.2,15.7,42.9,38.1,24.5,22.6,15.2,23.5,3.6
47039,8.0,47000.0,8.9,85.7,15.3,16.7,45.0,41.4,30.9,24.0,17.1,24.7,5.7
47043,8.4,60000.0,8.2,82.8,14.4,12.3,38.8,36.2,25.9,20.4,11.0,22.5,3.4
47045,6.0,51000.0,8.6,81.4,14.3,19.4,41.4,35.3,31.1,27.7,16.7,23.1,4.6
47047,8.7,73000.0,9.5,77.5,12.2,12.7,44.0,39.4,25.8,23.5,10.2,20.5,4.1
47053,8.6,48000.0,13.2,82.1,13.9,16.7,41.6,36.3,37.0,29.4,13.4,23.9,4.3
47069,8.3,45000.0,12.3,89.5,19.2,19.2,47.6,37.5,35.8,30.1,22.0,26.6,6.0
47071,8.3,47000.0,11.2,83.5,17.2,18.7,45.5,40.2,38.9,31.6,14.8,23.9,4.5
47075,8.4,44000.0,12.9,88.6,15.5,25.1,48.3,37.4,33.6,25.4,18.7,25.2,5.9
47077,8.2,48000.0,11.8,86.4,15.0,17.7,41.2,37.3,36.4,25.9,14.6,25.2,4.4
47079,8.4,42000.0,9.8,82.3,12.9,17.4,44.9,40.1,27.2,27.6,17.8,23.9,4.0
47081,8.2,54000.0,9.3,90.6,18.5,15.1,41.2,36.8,23.7,22.2,14.4,24.8,3.5
47083,8.1,47000.0,7.4,86.6,20.0,15.3,43.4,39.3,22.7,20.1,15.6,24.2,4.8
47085,8.2,58000.0,7.3,85.2,15.8,13.4,41.4,38.3,26.6,19.4,13.9,24.7,3.9
47095,8.5,32000.0,8.5,89.9,26.5,24.6,45.1,36.2,21.7,19.1,36.4,29.8,6.0
47097,8.6,43000.0,13.0,90.4,22.0,22.2,45.2,36.5,29.4,29.3,19.8,28.0,6.0
47099,6.3,47000.0,8.5,86.1,15.7,13.9,40.7,37.3,33.2,29.5,15.2,24.9,4.3
47101,7.8,48000.0,7.5,89.9,16.8,15.1,43.7,39.6,22.8,20.9,14.3,25.5,4.7
47109,8.4,44000.0,9.4,86.9,15.6,18.4,44.4,41.0,32.5,29.8,15.0,26.3,5.3
47113,6.5,48000.0,12.1,74.1,11.5,16.2,41.2,34.5,37.8,28.7,22.2,20.7,4.5
47125,7.8,61000.0,12.9,70.6,6.7,10.7,32.1,29.1,36.9,23.9,10.8,20.3,4.5
47131,8.7,46000.0,10.7,84.5,16.4,17.7,43.1,38.8,24.2,28.3,15.1,24.3,4.7
47135,7.8,46000.0,8.5,91.4,24.6,17.3,45.8,40.8,25.9,21.4,16.1,27.0,7.2
47157,7.8,51000.0,11.0,67.6,10.9,20.6,40.3,33.1,34.1,27.4,19.1,18.3,6.8
47161,8.3,55000.0,7.0,81.8,12.7,13.5,40.8,38.3,25.6,18.1,13.2,22.3,4.1
47167,8.8,61000.0,10.2,83.0,11.9,14.5,39.1,34.6,32.7,25.8,12.7,22.6,4.3
47181,8.1,43000.0,9.1,89.4,19.0,13.8,42.0,37.7,28.5,25.9,20.2,26.4,4.1
47183,8.6,47000.0,8.4,80.1,12.7,15.0,38.5,35.5,30.5,24.2,16.9,22.5,3.8
17001,8.6,57000.0,8.4,74.8,7.8,16.4,36.6,33.9,25.6,20.7,10.7,17.6,3.9
17005,8.7,58000.0,7.3,78.3,10.1,11.3,35.4,34.1,23.2,20.0,10.8,19.2,4.6
17007,9.1,82000.0,6.9,75.8,13.3,11.9,31.2,32.2,22.2,21.4,6.8,16.1,8.5
17009,8.1,52000.0,7.4,87.2,17.6,7.2,32.8,29.8,21.6,19.9,16.7,21.4,2.5
17011,8.8,58000.0,7.9,79.3,9.3,11.3,35.6,35.9,26.0,24.9,10.0,17.7,5.0
17013,8.8,62000.0,7.0,84.3,6.4,6.8,38.6,37.4,22.4,19.1,9.2,17.1,4.8
17015,8.6,54000.0,7.2,80.3,9.9,11.6,37.4,36.3,26.0,21.2,10.5,17.2,4.2
17017,8.4,54000.0,7.5,84.0,16.6,14.3,34.5,33.8,22.2,19.7,12.2,19.8,4.9
17019,7.6,64000.0,8.0,55.0,5.1,12.0,26.9,26.9,32.3,21.8,15.1,14.0,4.8
17021,8.7,57000.0,8.4,82.1,11.8,15.1,36.4,35.4,22.7,23.9,9.9,19.8,5.4
17023,8.7,60000.0,7.5,78.2,6.8,13.0,36.3,35.3,22.4,20.6,10.4,18.0,5.0
17025,8.7,60000.0,7.7,84.7,12.3,14.3,38.1,36.4,25.3,19.1,13.3,20.3,5.5
17027,9.1,72000.0,7.6,78.3,9.8,7.4,33.8,33.7,25.5,18.5,7.1,18.1,3.4
17029,8.7,47000.0,7.9,73.9,9.1,15.6,32.5,32.0,25.8,18.0,17.5,18.3,5.1
17031,10.0,72000.0,8.9,60.0,12.3,16.3,29.8,29.3,26.4,20.6,12.9,13.3,7.0
17033,8.9,58000.0,7.6,83.5,13.9,13.5,35.3,34.5,23.9,18.7,11.0,19.5,5.0
17035,8.7,69000.0,7.5,81.1,8.1,6.6,37.0,36.5,23.4,19.7,8.9,18.6,4.2
17037,9.3,69000.0,8.1,67.6,7.9,11.5,27.6,28.5,30.4,23.2,10.8,15.7,5.6
17039,8.4,66000.0,7.2,79.6,7.3,14.6,35.8,35.5,22.3,20.0,9.9,18.9,4.9
17041,8.5,63000.0,7.7,79.9,16.5,8.7,35.0,34.6,23.1,21.2,8.2,19.6,3.7
17043,7.8,92000.0,7.5,49.7,6.7,6.2,27.1,32.5,24.7,18.7,5.9,11.9,4.5
17045,8.6,53000.0,7.8,82.0,10.0,15.4,37.1,36.7,24.0,20.2,11.7,18.4,4.0
17047,8.8,56000.0,7.0,86.7,7.8,12.0,36.7,36.1,22.2,19.9,10.7,18.8,5.1
17049,8.9,65000.0,6.9,76.8,6.9,9.0,34.1,34.2,23.5,21.6,9.3,17.4,3.9
17051,8.8,49000.0,7.8,87.6,13.5,14.8,37.3,35.4,22.3,19.5,14.7,21.3,5.1
17053,8.4,58000.0,7.1,78.4,8.8,12.0,35.9,35.1,23.4,18.9,9.5,18.8,4.4
17057,8.6,49000.0,7.3,81.7,10.7,13.4,37.1,35.2,24.0,18.4,13.2,19.1,5.7
17061,8.5,51000.0,7.6,84.7,7.2,14.8,37.1,36.2,23.7,18.7,13.3,19.9,4.6
17063,8.9,75000.0,8.0,74.6,6.4,9.4,29.9,31.3,25.4,22.4,5.9,16.2,5.3
17067,8.6,54000.0,7.3,77.7,6.6,9.2,37.8,36.1,26.0,20.1,11.2,17.8,4.3
17071,8.4,59000.0,6.9,82.5,8.0,4.2,38.4,37.4,24.3,21.4,10.6,17.5,4.0
17073,8.9,64000.0,7.4,76.3,7.6,11.5,35.4,35.0,26.5,22.7,9.6,16.9,4.9
17075,8.5,54000.0,7.8,84.6,11.9,11.7,38.0,37.4,26.4,21.1,11.2,19.4,4.7
17079,8.8,58000.0,7.6,81.2,7.4,9.8,36.2,35.8,23.7,18.7,9.6,18.1,4.3
17083,8.4,69000.0,7.8,75.7,6.9,12.5,34.4,35.0,25.7,22.5,8.5,16.7,4.4
17085,8.5,56000.0,7.6,73.6,7.6,6.4,38.5,38.3,23.6,18.3,9.1,15.6,4.4
17089,8.0,84000.0,9.3,65.3,14.3,10.9,29.6,32.1,35.3,19.2,7.3,14.0,5.9
17091,8.9,57000.0,9.6,79.4,11.7,17.0,35.0,32.2,29.0,21.1,13.6,18.1,6.5
17093,9.5,97000.0,8.8,64.1,7.7,7.3,26.1,28.8,25.7,19.4,3.9,14.0,4.7
17095,8.7,53000.0,7.8,80.8,11.3,18.3,37.0,35.9,30.1,19.1,13.4,19.5,6.6
17097,9.9,100000.0,7.1,53.9,9.2,8.3,28.7,30.2,30.6,17.7,7.0,13.3,5.3
17099,9.1,63000.0,9.2,81.6,10.4,14.7,34.3,33.9,28.8,23.7,11.4,18.8,6.0
17101,8.9,47000.0,7.6,86.0,15.0,14.0,35.4,33.1,22.6,19.6,16.5,21.2,6.1
17103,9.0,64000.0,6.7,81.3,10.4,11.6,35.4,33.5,25.5,19.9,10.6,18.3,4.5
17105,8.6,66000.0,8.6,83.4,10.2,11.4,36.4,35.4,23.9,22.1,9.9,19.1,4.9
17107,8.5,65000.0,7.6,80.5,10.0,14.6,33.1,32.4,22.4,19.9,11.6,18.1,4.8
17109,8.4,52000.0,7.6,67.6,4.8,13.0,31.6,31.1,23.3,22.7,16.8,16.3,4.9
17111,9.6,90000.0,7.4,64.8,6.7,6.1,29.2,31.1,28.9,20.1,6.3,14.3,4.7
17113,7.9,72000.0,9.1,55.4,3.8,11.0,28.1,29.0,29.7,19.9,10.7,14.4,4.6
17115,7.8,58000.0,8.4,76.4,8.7,22.9,37.3,34.2,29.6,23.3,12.8,18.7,7.7
17117,9.0,53000.0,7.5,81.5,8.4,14.1,35.9,35.7,25.5,18.3,10.8,19.3,4.5
17119,9.9,64000.0,10.4,72.2,7.3,13.9,34.4,34.2,36.1,24.5,11.0,17.5,4.9
17121,9.0,52000.0,8.5,83.8,10.5,22.1,37.5,36.4,24.9,21.6,14.2,20.6,5.8
17123,8.7,54000.0,7.4,81.8,7.6,10.1,36.9,36.4,22.2,19.1,9.3,17.8,5.6
17125,8.5,54000.0,7.2,83.5,10.9,13.5,38.9,36.9,23.2,19.5,13.4,19.7,5.4
17129,8.4,70000.0,7.3,76.7,4.8,9.8,34.9,34.9,22.5,19.2,7.9,16.7,4.1
17131,8.6,63000.0,7.3,82.0,7.8,8.6,36.1,35.3,24.2,19.8,8.8,18.4,4.9
17135,8.8,59000.0,7.8,81.9,11.9,15.4,37.8,36.1,27.6,21.8,13.5,20.0,5.4
17137,8.5,55000.0,7.7,80.0,10.2,17.7,35.7,35.3,25.3,20.8,12.4,19.6,5.0
17139,8.6,61000.0,7.4,79.5,14.0,7.1,35.1,35.5,21.8,19.3,9.1,18.8,3.5
17141,9.1,71000.0,7.7,78.2,9.6,10.4,34.9,34.8,24.6,20.6,8.3,17.3,5.8
17143,7.6,54000.0,9.6,68.9,8.2,20.9,34.6,34.1,34.8,21.2,14.2,16.9,7.2
17147,8.4,70000.0,7.7,70.2,6.2,5.7,33.3,35.2,22.4,20.1,6.4,15.4,4.0
17149,8.5,49000.0,7.4,84.4,10.3,13.5,37.7,36.4,23.0,20.5,13.5,20.5,4.1
17155,8.6,70000.0,7.2,80.8,7.0,5.6,35.7,36.0,22.5,18.7,7.3,16.8,5.0
17159,8.8,57000.0,7.2,79.0,9.0,16.9,37.3,35.8,22.6,19.8,11.9,18.0,4.3
17161,7.1,58000.0,8.4,76.2,11.1,15.4,33.1,33.1,25.6,20.5,13.5,17.2,5.6
17163,10.0,62000.0,10.5,71.0,8.3,18.1,38.0,31.8,33.7,29.7,13.8,16.8,6.1
17167,7.7,61000.0,8.6,65.9,7.5,16.5,35.9,34.2,32.1,23.3,12.8,16.5,5.5
17169,8.2,54000.0,7.1,79.5,9.0,8.0,38.7,36.5,22.1,19.7,11.7,19.2,3.9
17171,8.3,59000.0,7.2,79.0,6.1,10.4,36.6,36.1,22.2,19.2,10.8,18.2,5.1
17173,8.7,65000.0,8.2,83.4,6.6,9.2,37.7,36.9,23.3,19.5,8.9,18.2,4.2
17175,8.5,54000.0,7.3,81.7,10.5,10.7,38.3,36.8,23.5,19.8,10.8,19.0,5.5
17177,8.8,58000.0,8.6,79.2,7.9,18.1,38.1,36.9,29.7,21.4,11.2,17.9,5.5
17179,9.1,70000.0,8.2,74.0,6.8,12.3,33.0,33.5,27.1,20.5,7.6,17.1,5.0
17183,8.7,50000.0,7.3,84.5,10.4,23.7,38.6,35.6,29.9,23.3,18.6,20.9,6.5
17185,9.0,56000.0,7.1,81.1,8.4,14.5,36.1,35.8,21.9,18.9,11.7,18.4,4.5
17187,8.5,58000.0,8.2,77.3,12.0,12.9,33.8,33.6,27.2,20.2,10.7,17.1,4.6
17191,8.8,50000.0,7.3,85.8,12.5,9.6,38.1,36.9,23.8,21.0,12.9,19.9,4.7
17195,8.9,64000.0,8.9,81.1,8.7,13.3,35.2,35.9,26.3,17.9,9.1,17.1,4.8
17197,8.0,90000.0,9.3,65.2,8.5,10.1,30.8,31.7,30.0,21.7,7.2,14.1,5.7
17201,7.8,55000.0,8.4,77.0,12.2,21.6,36.2,33.4,33.5,26.6,14.6,18.8,8.4
17203,8.9,73000.0,8.0,66.2,5.5,5.9,32.4,33.5,24.0,19.4,6.2,15.0,4.0
18007,8.3,60000.0,6.9,81.6,10.5,9.0,37.7,35.1,25.9,19.4,10.7,22.6,2.7
18045,8.6,56000.0,8.9,86.0,11.3,7.7,38.1,37.2,26.6,26.7,10.9,21.6,2.9
18083,9.1,45000.0,10.1,83.5,11.7,10.5,36.4,35.9,32.1,26.2,15.9,21.1,2.8
18089,9.6,59000.0,11.6,76.9,10.9,13.1,34.9,31.1,36.2,27.8,15.8,19.7,6.1
18111,8.6,59000.0,8.3,88.1,14.0,9.1,37.5,36.1,27.8,21.8,10.5,22.2,3.8
18121,8.7,54000.0,8.5,87.5,16.2,8.9,39.4,37.4,27.5,26.2,14.3,24.3,2.9
18125,9.1,58000.0,8.8,84.5,12.3,6.9,38.4,37.4,25.2,24.5,9.7,21.0,3.4
18153,8.9,45000.0,8.6,87.3,11.7,9.4,37.3,35.6,25.2,22.1,15.5,24.4,3.8
18165,8.8,52000.0,7.4,84.3,8.3,11.1,38.0,36.2,24.6,23.2,11.9,22.4,4.0
18167,9.9,46000.0,9.4,75.1,10.4,11.9,32.9,33.7,34.0,28.2,20.7,21.8,4.3
18171,8.3,68000.0,8.9,81.5,6.8,5.8,37.7,36.6,25.6,23.0,8.1,19.2,2.6
19005,7.5,55000.0,7.5,81.8,11.6,9.1,36.6,33.8,28.9,22.9,10.9,17.1,4.6
19007,7.6,50000.0,8.9,81.6,9.5,14.0,39.7,37.1,31.3,29.0,14.6,20.2,4.3
19011,8.3,72000.0,7.8,79.6,5.3,6.9,33.6,34.2,31.0,21.1,7.5,17.1,4.5
19013,7.6,56000.0,9.0,70.8,8.2,12.6,32.3,30.5,35.8,25.3,12.2,16.4,4.6
19017,8.0,75000.0,7.5,67.0,3.6,4.5,31.7,32.6,30.3,20.8,5.6,13.8,3.2
19019,8.1,67000.0,8.6,77.9,6.1,6.8,34.4,34.2,34.9,25.2,8.3,16.7,3.7
19023,7.9,55000.0,7.8,81.8,6.5,7.1,36.5,35.3,29.7,22.7,8.4,16.7,3.8
19031,8.5,69000.0,7.2,79.0,4.6,5.4,34.9,33.9,34.3,22.7,7.3,17.1,3.8
19033,7.6,58000.0,8.8,76.8,6.8,11.0,35.1,34.9,32.2,18.5,10.6,16.3,4.3
19037,7.6,64000.0,7.7,82.2,6.4,6.5,36.6,35.0,25.3,24.5,8.3,17.0,3.6
19043,8.0,56000.0,7.9,82.9,9.8,5.9,39.8,38.0,32.4,24.2,10.4,18.2,5.1
19045,8.3,56000.0,10.3,80.7,9.6,14.5,35.7,35.8,32.9,27.1,12.5,18.7,5.3
19051,7.8,57000.0,9.1,81.3,17.9,6.5,35.1,34.3,30.4,23.5,11.7,18.9,3.3
19055,7.4,66000.0,8.9,82.6,9.1,6.6,35.2,35.6,34.8,22.1,8.4,16.6,3.3
19057,8.5,55000.0,9.9,80.2,7.8,16.7,37.7,34.7,33.4,23.8,13.0,18.9,6.3
19061,8.5,66000.0,7.9,68.6,6.7,9.5,29.7,31.5,30.3,20.8,8.9,14.5,4.4
19065,8.0,53000.0,8.1,81.7,8.4,11.7,37.7,34.8,34.0,23.3,11.8,17.7,4.7
19067,7.6,61000.0,8.4,80.4,8.0,10.7,36.8,35.9,32.3,23.9,9.3,16.4,4.3
19069,7.7,60000.0,9.3,81.4,9.6,8.2,36.4,33.8,35.1,22.6,10.5,17.6,3.7
19075,7.9,72000.0,8.4,72.8,4.9,4.6,34.8,35.1,30.7,20.0,5.5,14.5,3.6
19083,7.9,59000.0,8.4,78.5,7.4,9.6,35.5,35.7,34.8,25.0,9.6,16.3,4.2
19087,8.3,56000.0,7.8,77.5,7.5,11.0,34.3,32.8,25.1,22.4,10.8,16.7,4.2
19089,7.3,60000.0,6.6,81.4,8.8,6.5,35.7,35.6,27.1,21.9,10.5,17.1,3.8
19095,8.2,68000.0,7.7,78.1,5.6,5.6,34.2,33.0,30.2,22.0,6.4,16.2,3.8
19097,8.4,62000.0,7.5,80.3,6.9,9.7,36.2,35.5,31.3,24.6,11.4,17.9,5.0
19099,7.9,63000.0,9.1,80.8,6.2,10.3,34.5,34.5,29.4,22.0,8.5,17.9,4.3
19101,8.0,53000.0,7.4,63.5,7.7,10.3,34.4,34.1,28.4,21.4,14.8,15.4,4.2
19103,7.4,69000.0,7.0,45.7,4.3,6.6,24.6,25.3,25.0,15.8,14.1,12.3,3.7
19105,8.3,62000.0,7.6,80.1,6.4,7.2,36.4,35.2,37.5,20.8,9.9,18.1,4.5
19107,8.1,55000.0,8.5,81.6,6.8,10.6,37.9,36.2,31.1,23.8,13.7,17.5,4.4
19111,8.4,59000.0,9.1,81.5,6.9,15.9,36.8,35.1,34.3,23.7,11.5,18.8,5.9
19113,7.8,70000.0,8.1,65.9,5.4,11.2,32.3,32.1,34.4,21.2,8.1,14.4,5.0
19115,8.4,72000.0,8.4,83.1,15.7,8.1,32.9,32.4,21.1,26.6,9.1,17.5,4.3
19117,7.4,49000.0,8.3,83.4,7.0,12.2,36.9,36.2,24.4,20.8,13.5,19.0,3.1
19123,8.0,60000.0,7.5,78.7,8.3,10.8,34.7,33.5,25.4,19.5,10.2,18.2,3.7
19125,7.8,64000.0,8.5,69.2,6.1,7.4,32.6,32.8,33.0,22.0,8.0,15.2,3.1
19127,7.9,64000.0,7.9,79.2,14.8,12.7,32.3,33.6,38.3,25.2,10.1,16.4,6.5
19131,7.3,67000.0,8.7,77.9,8.1,5.9,35.7,35.0,28.6,25.9,8.9,16.6,3.0
19135,7.7,58000.0,8.1,80.1,10.2,9.4,36.2,35.0,25.9,18.2,11.4,17.6,4.1
19139,8.1,63000.0,8.7,78.2,10.9,12.8,33.5,34.5,35.8,22.5,10.2,16.8,4.7
19153,7.1,68000.0,8.7,62.4,7.9,12.5,28.6,31.3,35.6,20.3,11.5,16.2,4.5
19157,8.0,60000.0,7.3,71.9,6.2,6.4,33.1,33.3,33.7,21.3,11.6,15.5,4.4
19163,8.2,67000.0,10.3,67.4,6.5,14.2,30.5,31.8,30.9,20.9,12.1,14.7,5.4
19169,7.9,61000.0,7.5,48.1,3.2,4.7,23.6,25.5,27.4,16.2,12.4,12.1,3.0
19171,7.9,58000.0,7.4,84.4,8.7,9.5,34.9,33.5,30.7,23.9,10.8,18.5,4.7
19177,6.8,52000.0,8.3,83.6,10.7,10.1,38.3,36.5,28.5,18.9,14.4,19.1,3.8
19179,8.1,49000.0,10.9,80.3,12.1,15.5,32.9,33.8,33.3,21.8,15.5,19.2,5.0
19181,7.7,82000.0,8.7,68.7,4.1,5.6,29.6,31.5,36.3,18.4,4.9,14.5,3.7
19183,8.4,65000.0,8.4,78.0,8.4,7.4,33.8,35.0,28.0,21.7,7.1,16.6,3.8
19185,7.5,52000.0,11.2,85.7,11.1,9.7,40.2,36.6,34.2,24.3,13.0,19.9,3.7
19191,7.5,62000.0,6.0,70.2,3.9,4.6,31.0,33.0,32.2,21.5,9.2,13.4,4.1
19195,7.3,54000.0,8.2,81.8,6.6,7.2,34.7,33.7,27.5,24.6,8.5,16.7,4.2
27039,7.0,77000.0,7.6,72.6,5.8,5.4,27.2,29.7,30.4,19.3,5.9,16.8,3.1
27045,7.2,66000.0,8.5,77.5,8.9,5.1,34.6,32.9,31.8,21.6,8.2,18.1,3.0
27047,7.3,62000.0,7.0,83.0,11.8,9.2,33.2,33.1,30.4,23.5,10.0,18.8,3.5
27049,7.0,73000.0,6.7,73.8,7.1,4.2,33.3,32.3,32.7,18.4,7.2,17.0,3.2
27055,7.2,61000.0,7.2,75.9,5.3,4.5,33.6,33.3,28.1,17.8,6.4,17.0,2.9
27099,7.2,62000.0,8.3,77.4,11.8,10.1,31.6,30.4,30.9,23.7,8.7,20.1,3.1
27109,6.3,83000.0,7.6,53.3,5.5,6.6,26.0,29.5,28.0,16.1,6.4,13.8,2.8
27131,7.2,74000.0,6.6,71.5,8.5,6.0,26.9,29.0,29.3,18.1,8.4,16.7,3.2
27147,7.2,71000.0,7.8,73.2,7.3,8.3,30.1,31.4,36.8,18.5,7.3,17.0,3.3
27157,7.0,74000.0,8.1,75.6,6.2,4.1,33.7,34.5,32.6,22.4,6.1,16.3,3.0
27161,7.3,67000.0,8.2,77.9,6.8,7.5,32.1,30.3,38.6,22.9,7.6,18.8,3.9
27169,7.1,65000.0,8.2,68.7,6.5,5.5,27.4,28.0,31.3,19.3,11.0,15.8,2.9
29001,7.8,49000.0,7.2,68.8,8.9,9.7,27.8,29.8,30.8,19.3,17.9,18.3,4.3
29007,8.4,48000.0,8.8,85.7,13.6,11.9,35.3,36.2,27.6,24.3,17.8,22.7,3.7
29019,8.5,63000.0,7.5,52.3,5.4,8.5,27.0,28.6,28.6,21.4,12.8,14.8,3.0
29027,8.4,61000.0,10.2,76.5,11.8,9.4,32.7,34.9,32.9,23.6,11.4,19.8,3.4
29033,7.4,52000.0,8.3,82.3,12.4,10.4,37.3,36.8,27.6,24.1,13.4,21.6,4.4
29041,7.6,61000.0,8.3,81.5,9.3,8.7,37.9,39.2,29.3,27.4,12.0,20.0,3.3
29045,8.2,48000.0,8.5,87.8,13.5,9.6,37.8,38.7,27.6,24.0,12.3,24.0,4.6
29051,8.4,63000.0,8.2,64.5,7.8,9.9,31.7,34.3,31.1,17.5,9.3,16.5,3.1
29053,7.9,51000.0,7.0,77.6,11.3,9.6,32.3,34.1,26.4,22.8,13.6,20.1,3.6
29071,8.8,63000.0,8.0,78.7,10.6,9.3,32.9,36.9,31.7,27.2,9.1,19.9,4.0
29073,8.2,54000.0,7.5,78.7,12.2,9.3,35.3,37.7,26.2,20.6,11.2,19.3,3.6
29079,7.5,45000.0,8.3,81.8,15.4,13.1,35.9,37.9,28.3,22.5,15.1,21.7,3.6
29089,7.8,53000.0,7.1,71.3,11.2,9.9,33.6,34.9,21.7,21.7,12.7,18.4,3.2
